id,name,team,position,leagues_taken,num_leagues_taken,available,taken_BL
18,Lucas Giolito,ChA,P,"['wAL600', 'wAL601', 'wAL602', 'wBL600']",4,False,True
259,Joakim Soria,Oak,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
64,Yonny Chirinos,TB,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL605', 'wBL600']",6,False,True
659,Cody Allen,LAA,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605']",6,True,False
294,Richard Bleier,Bal,SR,"['wAL600', 'wAL603', 'wAL604', 'wAL605']",4,True,False
561,Avisail Garcia,TB,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
577,Domingo Santana,Sea,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
261,Hector Rondon,Hou,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL600']",5,False,True
342,Robinson Chirinos,Hou,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
397,Kendrys Morales,Tor,1B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
265,Will Harris(Hou),Hou,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600', 'wBL601']",7,False,True
451,Jeimer Candelario,Det,3B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
398,Mitch Moreland,Bos,1B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
399,Ronald Guzman,Tex,1B,"['wAL600', 'wAL601', 'wAL603', 'wBL600', 'wBL601']",5,False,True
346,Mitch Garver,Min,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
351,Christian Vazquez,Bos,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL600']",5,False,True
489,Willy Adames,TB,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
363,Grayson Greiner,Det,C,"['wAL600', 'wAL601', 'wAL602', 'wBL600']",4,False,True
770,Nick Hundley,Oak,C,"['wAL600', 'wAL604']",2,True,False
492,Zack Cozart,LAA,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
352,Austin Romine,NYA,C,"['wAL600', 'wAL601', 'wAL603', 'wBL600']",4,False,True
273,Jace Fry,ChA,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
340,James McCann,ChA,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL600']",5,False,True
504,Troy Tulowitzki,NYA,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL600']",5,False,True
286,Ryan Buchter,Oak,SR,"['wAL600', 'wAL601', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",6,False,True
366,Willians Astudillo,Min,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
539,Brett Gardner,NYA,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600', 'wBL601']",7,False,True
396,Albert Pujols,LAA,1B,"['wAL600', 'wAL601', 'wAL602', 'wBL601']",4,True,True
548,Kole Calhoun,LAA,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
314,Ty Buttrey,LAA,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603']",4,True,False
420,Jason Kipnis,Cle,2B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
80,Jake Faria,TB,P,['wAL600'],1,True,False
448,Yolmer Sanchez,ChA,3B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
280,Kelvin Herrera,ChA,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
24,Jake Odorizzi,Min,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
553,Teoscar Hernandez,Tor,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
714,Ervin Santana,ChA,P,['wAL600'],1,True,False
43,Jordan Zimmermann,Det,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605']",6,True,False
276,Chris Devenski,Hou,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
63,Felix Pena,LAA,P,"['wAL600', 'wAL603', 'wAL604', 'wBL600']",4,False,True
559,Daniel Palka,ChA,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL601']",7,True,True
692,Wade Miley,Hou,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
233,Jesse Chavez,Tex,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
301,Trevor May,Min,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
569,Jake Cave,Min,OF,"['wAL600', 'wAL601', 'wAL602']",3,True,False
246,Adam Cimber,Cle,SR,"['wAL600', 'wAL601', 'wAL603', 'wAL604']",4,True,False
658,Didi(hurt) Gregorius,NYA,SS,"['wAL600', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",6,False,True
673,Freddy Galvis,Tor,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
395,Justin Bour,LAA,1B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600', 'wBL601']",7,False,True
252,Fernando Rodney,Oak,SR,"['wAL600', 'wAL602']",2,True,False
776,Robbie Grossman,Oak,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL605', 'wBL600']",6,False,True
429,Niko Goodrum,Det,2B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
669,Hunter Strickland,Sea,SR,['wAL600'],1,True,False
461,Yandy Diaz,TB,3B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
256,Joe Jimenez,Det,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
275,Chaz Roe,TB,SR,"['wAL600', 'wAL601', 'wAL603']",3,True,False
348,John Hicks,Det,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
546,Alex Gordon,KC,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL605', 'wBL600']",6,False,True
359,Chance Sisco,Bal,C,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL600', 'wBL601']",6,False,True
260,Heath Hembree,Bos,SR,['wAL600'],1,True,False
481,Aledmys Diaz,Hou,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603']",4,True,False
462,Brandon Drury,Tor,3B,"['wAL600', 'wAL601', 'wAL602']",3,True,False
565,Mark Trumbo,Bal,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL605', 'wBL600']",6,False,True
255,Shane Greene,Det,SR,"['wAL600', 'wAL601', 'wAL602']",3,True,False
365,Josh Phegley,Oak,C,['wAL600'],1,True,False
403,Steve Pearce,Bos,1B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL605', 'wBL600', 'wBL601']",7,False,True
371,Jason Castro,Min,C,"['wAL600', 'wAL603']",2,True,False
253,Cam Bedrosian,LAA,SR,"['wAL600', 'wAL604', 'wBL600']",3,False,True
482,Jordy Mercer,Det,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604']",5,True,False
406,Ryan O'Hearn,KC,1B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
431,Chad Pinder,Oak,2B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
279,Tim Hill,KC,SR,['wAL600'],1,True,False
432,David Fletcher,LAA,2B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wBL600']",6,False,True
667,Oliver Perez,Cle,SR,"['wAL600', 'wAL604', 'wBL600', 'wBL601']",4,False,True
485,Brock Holt,Bos,SS,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
251,Ryan Tepera,Tor,SR,"['wAL600', 'wAL601', 'wAL602']",3,True,False
799,Josh Harrison,Det,2B,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600']",7,False,True
357,Roberto Perez,Cle,C,"['wAL600', 'wAL602']",2,True,False
405,Ji-Man Choi,TB,1B,"['wAL600', 'wAL602', 'wAL603', 'wAL605', 'wBL600']",5,False,True
484,Tim Beckham,Sea,SS,"['wAL600', 'wAL602', 'wAL603']",3,True,False
61,Brian Johnson,Bos,P,"['wAL600', 'wAL601', 'wAL602']",3,True,False
777,Brett Anderson,Oak,P,"['wAL600', 'wAL601']",2,True,False
675,Martin Perez,Min,P,"['wAL600', 'wAL602', 'wBL600']",3,False,True
715,Evan Gattis,-,DH,['wAL600'],1,True,False
434,Brandon Lowe,TB,2B,"['wAL600', 'wAL605', 'wBL600', 'wBL601']",4,False,True
66,Blaine Hardy,Det,P,"['wAL600', 'wAL602', 'wAL604', 'wBL600']",4,False,True
598,Kyle Tucker,Hou,OF,"['wAL600', 'wAL602', 'wBL600', 'wBL601']",4,False,True
437,Franklin Barreto,Oak,2B,"['wAL600', 'wAL601', 'wAL604']",3,True,False
588,Billy McKinney,Tor,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603']",4,True,False
89,Roenis Elias,Sea,P,"['wAL600', 'wAL601', 'wAL602', 'wAL604']",4,True,False
110,Matt Shoemaker,Tor,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603']",4,True,False
262,Dan Otero,Cle,SR,"['wAL600', 'wAL601', 'wAL603']",3,True,False
709,Brad Boxberger,KC,SR,['wAL600'],1,True,False
542,Jon Jay,ChA,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
459,Renato Nunez,Bal,3B,"['wAL600', 'wAL601', 'wAL602', 'wAL604', 'wAL605']",5,True,False
4049,Clay Buchholz,Tor,P,"['wAL600', 'wAL601', 'wAL603']",3,True,False
243,Kevin McCarthy,KC,SR,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL600']",5,False,True
33,Felix Hernandez,Sea,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wBL601']",5,True,True
456,Hunter Dozier,KC,3B,"['wAL600', 'wAL601', 'wAL602', 'wAL604']",4,True,False
67,Domingo German,NYA,P,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605', 'wBL600', 'wBL601']",8,False,True
558,Adam Engel,ChA,OF,"['wAL600', 'wAL601', 'wAL602', 'wAL603', 'wAL605']",5,True,False
778,Jake Diekman,KC,SR,['wAL600'],1,True,False
393,Ryon Healy,Sea,1B,"['wAL601', 'wAL602', 'wBL600']",3,False,True
291,Wily Peralta,KC,SR,"['wAL601', 'wBL600']",2,False,True
560,Mark Canha,Oak,OF,"['wAL601', 'wAL602', 'wAL603', 'wAL605', 'wBL600']",5,False,True
571,Greg Allen,Cle,OF,"['wAL601', 'wAL602', 'wAL603', 'wBL600']",4,False,True
599,Christin Stewart(Det),Det,OF,"['wAL601', 'wAL602', 'wAL603', 'wBL600']",4,False,True
92,Chris Bassitt,Oak,P,['wAL601'],1,True,False
296,Nate Jones,ChA,SR,"['wAL601', 'wAL602', 'wAL604']",3,True,False
145,Justus Sheffield,Sea,P,"['wAL601', 'wAL602', 'wAL604', 'wAL605']",4,True,False
349,Sandy Leon,Bos,C,"['wAL601', 'wAL602']",2,True,False
39,Tyson Ross,Det,P,"['wAL601', 'wAL602', 'wAL605', 'wBL600']",4,False,True
117,Jonathan Loaisiga,NYA,P,"['wAL601', 'wAL603', 'wAL604']",3,True,False
356,Blake Swihart,Bos,C,"['wAL601', 'wAL602']",2,True,False
98,Hunter Wood,TB,P,['wAL601'],1,True,False
788,Dan Jennings,LAA,SR,['wAL601'],1,True,False
430,Devon Travis,Tor,2B,"['wAL601', 'wAL604']",2,True,False
433,Tommy LaStella,LAA,2B,['wAL601'],1,True,False
140,David Paulino,Tor,P,"['wAL601', 'wBL600']",2,False,True
562,Delino DeShields,Tex,OF,"['wAL601', 'wAL602', 'wAL603', 'wAL604']",4,True,False
51,Ian Kennedy,KC,P,"['wAL601', 'wBL600']",2,False,True
353,Max Stassi,Hou,C,"['wAL601', 'wAL603']",2,True,False
150,Drew Smyly,Tex,P,"['wAL601', 'wAL602', 'wAL603', 'wAL604', 'wAL605']",5,True,False
668,Marco Estrada,Oak,P,"['wAL601', 'wAL603', 'wAL605', 'wBL600']",4,False,True
410,Rowdy Tellez,Tor,1B,['wAL601'],1,True,False
37,Andrew Cashner,Bal,P,['wAL601'],1,True,False
370,Michael Perez,TB,C,"['wAL602', 'wAL605']",2,True,False
149,Danny(hurt) Salazar,Cle,P,"['wAL602', 'wBL600']",2,False,True
716,Jose Iglesias,Cin,SS,['wAL602'],1,True,False
401,Greg Bird,NYA,1B,"['wAL602', 'wAL604', 'wBL601']",3,True,True
94,Daniel Norris,Det,P,['wAL602'],1,True,False
78,Jonathan Holder,NYA,P,"['wAL602', 'wAL603', 'wBL600']",3,False,True
120,Adalberto Mejia,Min,P,['wAL602'],1,True,False
202,AJ Puk,Oak,P,['wAL602'],1,True,False
58,David Hess,Bal,P,['wAL602'],1,True,False
28,Clayton Richard,Tor,P,['wAL602'],1,True,False
118,Liam Hendriks,Oak,P,['wAL602'],1,True,False
457,Chris Owings,KC,3B,"['wAL602', 'wAL603', 'wAL604', 'wBL600']",4,False,True
172,Dylan Cease,ChA,P,['wAL602'],1,True,False
105,Taylor Cole,LAA,P,['wAL602'],1,True,False
707,Hunter Pence,Tex,OF,['wAL602'],1,True,False
676,Matt Davidson,Tex,1B,['wAL602'],1,True,False
49,Dylan Covey,ChA,P,['wAL602'],1,True,False
592,Anthony Santander,Bal,OF,['wAL602'],1,True,False
521,Bo Bichette,Tor,SS,"['wAL603', 'wBL601']",2,True,True
102,Framber Valdez,Hou,P,"['wAL603', 'wAL605', 'wBL600']",3,False,True
603,Clint Frazier,NYA,OF,"['wAL603', 'wBL600']",2,False,True
700,Martin Maldonado,-,C,"['wAL603', 'wAL604', 'wAL605']",3,True,False
304,Tommy Kahnle,NYA,SR,"['wAL603', 'wAL604']",2,True,False
494,J.P. Crawford,Sea,SS,"['wAL603', 'wAL604']",2,True,False
674,Shawn Kelley,Tex,SR,"['wAL603', 'wAL604']",2,True,False
147,Edinson Volquez,Tex,P,['wAL603'],1,True,False
573,Jorge Bonifacio,KC,OF,['wAL603'],1,True,False
93,Luis Cessa,NYA,P,"['wAL603', 'wAL604']",2,True,False
297,Victor Alcantara,Det,SR,['wAL603'],1,True,False
283,Brandon Workman,Bos,SR,"['wAL603', 'wAL604']",2,True,False
614,Austin Hays,Bal,OF,"['wAL603', 'wBL601']",2,True,True
358,Kevan Smith,LAA,C,['wAL604'],1,True,False
90,Jalen Beeks,TB,P,['wAL604'],1,True,False
270,Chasen Bradford,Sea,SR,['wAL604'],1,True,False
372,Cameron Gallagher,KC,C,['wAL604'],1,True,False
660,Colin Poche,TB,SR,"['wAL604', 'wBL600']",2,False,True
486,Ehire Adrianza,Min,SS,['wAL604'],1,True,False
97,Andrew Triggs,Oak,P,['wAL604'],1,True,False
570,Tony Kemp,Hou,OF,['wAL605'],1,True,False
1459,Nolan Arenado,Col,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1001,Max Scherzer,Was,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1002,Jacob deGrom,NYN,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1427,Ozzie Albies,Atl,2B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1560,Christian Yelich,Mil,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1501,Trevor Story,Col,SS,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1502,Javier Baez,ChN,SS,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1003,Aaron Nola,Phi,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1405,Freddie Freeman,Atl,1B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1406,Paul Goldschmidt,StL,1B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1672,Manny Machado,SD,SS,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1673,Bryce Harper,Phi,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1577,Ronald Acuna,Atl,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1576,Juan Soto,Was,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1469,Kris Bryant,ChN,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1408,Anthony Rizzo,ChN,1B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1030,Clayton Kershaw,LAD,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1499,Trea Turner,Was,SS,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1461,Anthony Rendon,Was,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1046,Walker Buehler,LAD,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1220,Kenley Jansen,LAD,SR,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1556,Charlie Blackmon,Col,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1033,Noah Syndergaard,NYN,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1409,Joey Votto,Cin,1B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1010,Jameson Taillon,Pit,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1460,Eugenio Suarez,Cin,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1007,Patrick Corbin,Was,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1470,Justin Turner,LAD,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1525,Corey Seager,LAD,SS,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1457,Matt Carpenter,StL,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1014,Mike Foltynewicz,Atl,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1036,Jack Flaherty,StL,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1004,Zack Greinke,Ari,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1562,Cody Bellinger,LAD,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1476,Josh Donaldson,Atl,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1008,Kyle Hendricks,ChN,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1442,Daniel Murphy,Col,2B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1558,Rhys Hoskins,Phi,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1355,J.T. Realmuto,Phi,C,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1564,Lorenzo Cain,Mil,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1561,Michael Conforto,NYN,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1581,Yasiel Puig,Cin,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1567,Starling Marte,Pit,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1047,Stephen Strasburg,Was,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1504,Jean Segura,Phi,SS,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1563,Marcell Ozuna,StL,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1009,German Marquez,Col,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1022,Jake Arrieta,Phi,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1015,Zack Wheeler,NYN,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1557,Andrew McCutchen,Phi,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1049,Madison Bumgarner,SF,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1006,Miles Mikolas,StL,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1058,Carlos(Matias) Martinez(StL),StL,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1462,Travis Shaw,Mil,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1037,Chris Archer,Pit,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1600,David Dahl,Col,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1011,Cole Hamels,ChN,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1464,Max Muncy,LAD,3B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1054,Robbie Ray,Ari,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1430,Scooter Gennett,Cin,2B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1411,Jesus Aguilar,Mil,1B,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1045,Rich Hill,LAD,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1670,A.J. Pollock,LAD,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1565,David Peralta,Ari,OF,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1215,Edwin Diaz,NYN,SR,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1005,Kyle Freeland,Col,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1061,Joe Musgrove,Pit,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1359,Buster Posey,SF,C,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
1026,Luis Castillo,Cin,P,"['wBL600', 'wBL601', 'wNL600', 'wNL601', 'wNL602', 'wNL603', 'wNL604', 'wNL605']",8,False,True
